,code
2497,601811
2498,300082
2499,600796
2500,002301
2501,002287
2502,000043
2503,002678
2504,002647
2505,300445
2506,002356
2507,600182
2508,600719
2509,300291
2510,603026
2511,600766
2512,300090
2513,601628
2514,300249
2515,000631
2516,600416
2517,000666
2518,002013
2519,600609
2520,600615
2521,603701
2522,600339
2523,002619
2524,603636
2525,002366
2526,000915
2527,600401
2528,000987
2529,002014
2530,600215
2531,002237
2532,000707
2533,000766
2534,300521
2535,002618
2536,600896
2537,002802
2538,600130
2539,603726
2540,300086
2541,600148
2542,300206
2543,002598
2544,601163
2545,603508
2546,300230
2547,002123
2548,601388
2549,002213
2550,600280
2551,002309
2552,300171
2553,603429
2554,600483
2555,000018
2556,002263
2557,002565
2558,002077
2559,002792
2560,600246
2561,603021
2562,002227
2563,002620
2564,300411
2565,300395
2566,300340
2567,603017
2568,002617
2569,002686
2570,300114
2571,300547
2572,600593
2573,002668
2574,002296
2575,002435
2576,300414
2577,300330
2578,000603
2579,300376
2580,002612
2581,000695
2582,002716
2583,600038
2584,300327
2585,300042
2586,300166
2587,603098
2588,300096
2589,002085
2590,600062
2591,300095
2592,601020
2593,002546
2594,300317
2595,002767
2596,600139
2597,300345
2598,300448
2599,000004
2600,600977
2601,600288
2602,603456
2603,300049
2604,603039
2605,002789
2606,603669
2607,000975
2608,600179
2609,600988
2610,002209
2611,002027
2612,002480
2613,300011
2614,002173
2615,002659
2616,600679
2617,002234
2618,300159
2619,601968
2620,300366
2621,300101
2622,600156
2623,600322
2624,600838
2625,300047
2626,000802
2627,300192
2628,600082
2629,300382
2630,600184
2631,300115
2632,300286
2633,600243
2634,300481
2635,600680
2636,300084
2637,300179
2638,600053
2639,600777
2640,300476
2641,002295
2642,002175
2643,300325
2644,000628
2645,002015
2646,300264
2647,600936
2648,000403
2649,300169
2650,002791
2651,300233
2652,000712
2653,603069
2654,601069
2655,002147
2656,300419
2657,300488
2658,002352
2659,002589
2660,002252
2661,600137
2662,600444
2663,002462
2664,603788
2665,002143
2666,002783
2667,002490
2668,600671
2669,600898
2670,603818
2671,002247
2672,300511
2673,002052
2674,300512
2675,600818
2676,002518
2677,600803
2678,002630
2679,002799
2680,002324
2681,002750
2682,603393
2683,603887
2684,600620
2685,002655
2686,600370
2687,300516
2688,603037
2689,300585
2690,300478
2691,300470
2692,000815
2693,603936
2694,300252
2695,300439
2696,002048
2697,000962
2698,000020
2699,002821
2700,300530
2701,300294
2702,600506
2703,002012
2704,002595
2705,600525
2706,002800
2707,000611
2708,002608
2709,603858
2710,000679
2711,002591
2712,300093
2713,002103
2714,603577
2715,002105
2716,002086
2717,601908
2718,600230
2719,002094
2720,600247
2721,603160
2722,600857
2723,600759
2724,600128
2725,603028
2726,603131
2727,002662
2728,600462
2729,000687
2730,000567
2731,300557
2732,603939
2733,600588
2734,002623
2735,601799
2736,300363
2737,002112
2738,600909
2739,300446
2740,300078
2741,002625
2742,000409
2743,000953
2744,002423
2745,002732
2746,000993
2747,000038
2748,600661
2749,603101
2750,600552
2751,002786
2752,002453
2753,603738
2754,002790
2755,000056
2756,600763
2757,000995
2758,300234
2759,300343
2760,600114
2761,002468
2762,600249
2763,002843
2764,002778
2765,002780
2766,300495
2767,603016
2768,600135
2769,603798
2770,600250
2771,002360
2772,600793
2773,002717
2774,300536
2775,603599
2776,600565
2777,300493
2778,300354
2779,300338
2780,002687
2781,600069
2782,300539
2783,300499
2784,002413
2785,002408
2786,300347
2787,300113
2788,300281
2789,002645
2790,300012
2791,300306
2792,000553
2793,600889
2794,603038
2795,600155
2796,002829
2797,002322
2798,300404
2799,000885
2800,000609
2801,603315
2802,300243
2803,002059
2804,000561
2805,600491
2806,300525
2807,300030
2808,300280
2809,603660
2810,300377
2811,600996
2812,002554
2813,603909
2814,000659
2815,603843
2816,600393
2817,603959
2818,600234
2819,300575
2820,300572
2821,300500
2822,600107
2823,603929
2824,600338
2825,002581
2826,300132
2827,002211
2828,603566
2829,002762
2830,002459
2831,300541
2832,603737
2833,300549
2834,603556
2835,002361
2836,300031
2837,300542
2838,300576
2839,002409
2840,603421
2841,600071
2842,603444
2843,300552
2844,600476
2845,600083
2846,300529
2847,300550
2848,002476
2849,002478
2850,603977
2851,300282
2852,603228
2853,002801
2854,002041
2855,002785
2856,600385
2857,600241
2858,603822
2859,300560
2860,300019
2861,002346
2862,603035
2863,002167
2864,002822
2865,600962
2866,002815
2867,000887
2868,002228
2869,002127
2870,603808
2871,603608
2872,603611
2873,002699
2874,300540
2875,002401
2876,300509
2877,603633
2878,300109
2879,300531
2880,600178
2881,002530
2882,002163
2883,600191
2884,600425
2885,300244
2886,603239
2887,603579
2888,300182
2889,300246
2890,002833
2891,603398
2892,600821
2893,300515
2894,603900
2895,002365
2896,600769
2897,000810
2898,300125
2899,300375
2900,300566
2901,300586
2902,300543
2903,603006
2904,000622
2905,002841
2906,300211
2907,002350
2908,603886
2909,002840
2910,603777
2911,000753
2912,300311
2913,002231
2914,300472
2915,300571
2916,002807
2917,300029
2918,002796
2919,603268
2920,300497
2921,002313
2922,000605
2923,603298
2924,000668
2925,002072
2926,300480
2927,300559
2928,002201
2929,603033
2930,002817
2931,600527
2932,603060
2933,002669
2934,002430
2935,002667
2936,600621
2937,603313
2938,002793
2939,002811
2940,000818
2941,002519
2942,002582
2943,600576
2944,603027
2945,601500
2946,300517
2947,601595
2948,002368
2949,603928
2950,300588
2951,002758
2952,300579
2953,603658
2954,603639
2955,002788
2956,000023
2957,603878
2958,300595
2959,603716
2960,603990
2961,300583
2962,300231
2963,000595
2964,000677
2965,002553
2966,603585
2967,600228
2968,603987
2969,002729
2970,002599
2971,002809
2972,002719
2973,002377
2974,300141
2975,603266
2976,300528
2977,600233
2978,603159
2979,300106
2980,603688
2981,300163
2982,300582
2983,600847
2984,002058
2985,603009
2986,600389
2987,002819
2988,603058
2989,002827
2990,002711
2991,603888
2992,300537
2993,603085
2994,600599
2995,300568
2996,603258
2997,300461
2998,300546
2999,300555
3000,002828
3001,300044
3002,000034
3003,300563
3004,600573
3005,600265
3006,600455
3007,000593
3008,002692
3009,603877
3010,002265
3011,002831
3012,300587
3013,300501
3014,002120
3015,603708
3016,300548
3017,603308
3018,300100
3019,603668
3020,000996
3021,300534
3022,300567
3023,300581
3024,300402
3025,600306
3026,600097
3027,300062
3028,603337
3029,002552
3030,002259
3031,600520
3032,600749
3033,002150
3034,002748
3035,000608
3036,000779
3037,002808
3038,300401
3039,300161
3040,603958
3041,300099
3042,300232
3043,300580
3044,002832
3045,300473
3046,600698
3047,603689
3048,603628
3049,000159
3050,603518
3051,603727
3052,002773
3053,300304
3054,300235
3055,300556
3056,600301
3057,300565
3058,600281
3059,300596
3060,300584
3061,600836
3062,603358
3063,002045
3064,600760
3065,600817
3066,000504
3067,300123
3068,300573
3069,000791
3070,002825
3071,603823
3072,603416
3073,300570
3074,300427
3075,600099
3076,601116
3077,300591
3078,300593
3079,600423
3080,002824
3081,002842
3082,601882
3083,300598
3084,603819
3085,002820
3086,300545
3087,002629
3088,601858
3089,300561
3090,300577
3091,300599
3092,300589
3093,002098
3094,300313
3095,002389
3096,002485
3097,603966
3098,603626
3099,603638
3100,300213
3101,002845
3102,603089
3103,300597
3104,603677
3105,300069
3106,300602
3107,300600
3108,603838
3109,002633
3110,603717
3111,603578
3112,603388
3113,603345
3114,603238
3115,603178
3116,603138
3117,600939
3118,600732
3119,600710
3120,300619
3121,300618
3122,300617
3123,300616
3124,300372
3125,002851
3126,002850
3127,000155
3128,000033
3129,603955
3130,603768
